species,stateProvince,month,record_count,activity_score,data_sufficient,total_records
Apis dorsata,Maharashtra,7,49,0.1012396694214876,True,484
Apis dorsata,Maharashtra,8,40,0.08264462809917356,True,484
Apis dorsata,Maharashtra,9,63,0.13016528925619836,True,484
Apis dorsata,Maharashtra,10,50,0.10330578512396695,True,484
Apis dorsata,Maharashtra,11,31,0.0640495867768595,True,484
Apis dorsata,Maharashtra,12,29,0.05991735537190083,True,484
Apis dorsata,Manipur,1,1,0.5,False,2
Apis dorsata,Manipur,4,1,0.5,False,2
Apis dorsata,Meghalaya,3,2,1.0,False,2
Apis dorsata,Mizoram,4,4,0.8,False,5
Apis dorsata,Mizoram,5,1,0.2,False,5
Apis dorsata,NCT of Delhi,1,1,0.007575757575757576,True,132
Apis dorsata,NCT of Delhi,2,10,0.07575757575757576,True,132
Apis dorsata,NCT of Delhi,3,12,0.09090909090909091,True,132
Apis dorsata,NCT of Delhi,4,54,0.4090909090909091,True,132
Apis dorsata,NCT of Delhi,5,9,0.06818181818181818,True,132
Apis dorsata,NCT of Delhi,6,2,0.015151515151515152,True,132
Apis dorsata,NCT of Delhi,7,9,0.06818181818181818,True,132
Apis dorsata,NCT of Delhi,8,2,0.015151515151515152,True,132
Apis dorsata,NCT of Delhi,9,24,0.18181818181818182,True,132
Apis dorsata,NCT of Delhi,10,4,0.030303030303030304,True,132
Apis dorsata,NCT of Delhi,11,3,0.022727272727272728,True,132
Apis dorsata,NCT of Delhi,12,2,0.015151515151515152,True,132
Apis dorsata,Nagaland,3,1,1.0,False,1
Apis dorsata,Odisha,1,1,0.025,True,40
Apis dorsata,Odisha,2,1,0.025,True,40
Apis dorsata,Odisha,4,8,0.2,True,40
Apis dorsata,Odisha,5,3,0.075,True,40
Apis dorsata,Odisha,6,3,0.075,True,40
Apis dorsata,Odisha,7,4,0.1,True,40
Apis dorsata,Odisha,8,4,0.1,True,40
Apis dorsata,Odisha,9,3,0.075,True,40
Apis dorsata,Odisha,10,8,0.2,True,40
Apis dorsata,Odisha,11,3,0.075,True,40
Apis dorsata,Odisha,12,2,0.05,True,40
Apis dorsata,Puducherry,1,3,0.13636363636363635,True,22
Apis dorsata,Puducherry,3,1,0.045454545454545456,True,22
Apis dorsata,Puducherry,5,1,0.045454545454545456,True,22
Apis dorsata,Puducherry,6,2,0.09090909090909091,True,22
Apis dorsata,Puducherry,7,2,0.09090909090909091,True,22
Apis dorsata,Puducherry,8,6,0.2727272727272727,True,22
Apis dorsata,Puducherry,9,2,0.09090909090909091,True,22
Apis dorsata,Puducherry,10,5,0.22727272727272727,True,22
Apis dorsata,Punjab,2,1,0.09090909090909091,True,11
Apis dorsata,Punjab,3,1,0.09090909090909091,True,11
Apis dorsata,Punjab,4,1,0.09090909090909091,True,11
Apis dorsata,Punjab,6,1,0.09090909090909091,True,11
Apis dorsata,Punjab,8,3,0.2727272727272727,True,11
Apis dorsata,Punjab,10,3,0.2727272727272727,True,11
Apis dorsata,Punjab,11,1,0.09090909090909091,True,11
Apis dorsata,Rajasthan,1,12,0.06217616580310881,True,193
Apis dorsata,Rajasthan,2,27,0.13989637305699482,True,193
Apis dorsata,Rajasthan,3,36,0.18652849740932642,True,193
Apis dorsata,Rajasthan,4,23,0.11917098445595854,True,193
Apis dorsata,Rajasthan,5,22,0.11398963730569948,True,193
Apis dorsata,Rajasthan,6,9,0.046632124352331605,True,193
Apis dorsata,Rajasthan,7,9,0.046632124352331605,True,193
Apis dorsata,Rajasthan,8,9,0.046632124352331605,True,193
Apis dorsata,Rajasthan,9,3,0.015544041450777202,True,193
Apis dorsata,Rajasthan,10,8,0.04145077720207254,True,193
Apis dorsata,Rajasthan,11,22,0.11398963730569948,True,193
Apis dorsata,Rajasthan,12,13,0.06735751295336788,True,193
Apis dorsata,Tamil Nadu,1,17,0.04218362282878412,True,403
Apis dorsata,Tamil Nadu,2,8,0.019851116625310174,True,403
Apis dorsata,Tamil Nadu,3,24,0.05955334987593052,True,403
Apis dorsata,Tamil Nadu,4,32,0.0794044665012407,True,403
Apis dorsata,Tamil Nadu,5,30,0.07444168734491315,True,403
Apis dorsata,Tamil Nadu,6,48,0.11910669975186104,True,403
Apis dorsata,Tamil Nadu,7,65,0.16129032258064516,True,403
Apis dorsata,Tamil Nadu,8,55,0.13647642679900746,True,403
Apis dorsata,Tamil Nadu,9,50,0.12406947890818859,True,403
Apis dorsata,Tamil Nadu,10,31,0.07692307692307693,True,403
Apis dorsata,Tamil Nadu,11,24,0.05955334987593052,True,403
Apis dorsata,Tamil Nadu,12,19,0.04714640198511166,True,403
Apis dorsata,Telangana,1,8,0.058394160583941604,True,137
Apis dorsata,Telangana,2,3,0.021897810218978103,True,137
Apis dorsata,Telangana,3,3,0.021897810218978103,True,137
Apis dorsata,Telangana,4,28,0.20437956204379562,True,137
Apis dorsata,Telangana,5,4,0.029197080291970802,True,137
Apis dorsata,Telangana,6,14,0.10218978102189781,True,137
Apis dorsata,Telangana,7,17,0.12408759124087591,True,137
Apis dorsata,Telangana,8,15,0.10948905109489052,True,137
Apis dorsata,Telangana,9,26,0.1897810218978102,True,137
Apis dorsata,Telangana,10,6,0.043795620437956206,True,137
Apis dorsata,Telangana,11,3,0.021897810218978103,True,137
Apis dorsata,Telangana,12,10,0.072992700729927,True,137
Apis dorsata,Tripura,7,1,1.0,False,1
Apis dorsata,Unknown,1,13,0.16049382716049382,True,81
Apis dorsata,Unknown,2,10,0.12345679012345678,True,81
Apis dorsata,Unknown,3,6,0.07407407407407407,True,81
Apis dorsata,Unknown,4,8,0.09876543209876543,True,81
Apis dorsata,Unknown,5,7,0.08641975308641975,True,81
Apis dorsata,Unknown,6,3,0.037037037037037035,True,81
Apis dorsata,Unknown,7,2,0.024691358024691357,True,81
Apis dorsata,Unknown,8,6,0.07407407407407407,True,81
Apis dorsata,Unknown,9,9,0.1111111111111111,True,81
Apis dorsata,Unknown,10,3,0.037037037037037035,True,81
Apis dorsata,Unknown,11,6,0.07407407407407407,True,81
Apis dorsata,Unknown,12,8,0.09876543209876543,True,81
Apis dorsata,Uttar Pradesh,1,4,0.036036036036036036,True,111
Apis dorsata,Uttar Pradesh,2,26,0.23423423423423423,True,111
Apis dorsata,Uttar Pradesh,3,13,0.11711711711711711,True,111
Apis dorsata,Uttar Pradesh,4,7,0.06306306306306306,True,111
Apis dorsata,Uttar Pradesh,5,9,0.08108108108108109,True,111
Apis dorsata,Uttar Pradesh,6,5,0.04504504504504504,True,111
Apis dorsata,Uttar Pradesh,7,3,0.02702702702702703,True,111
Apis dorsata,Uttar Pradesh,8,4,0.036036036036036036,True,111
Apis dorsata,Uttar Pradesh,9,3,0.02702702702702703,True,111
Apis dorsata,Uttar Pradesh,10,7,0.06306306306306306,True,111
Apis dorsata,Uttar Pradesh,11,8,0.07207207207207207,True,111
Apis dorsata,Uttar Pradesh,12,22,0.1981981981981982,True,111
Apis dorsata,Uttarakhand,2,6,0.08955223880597014,True,67
Apis dorsata,Uttarakhand,3,3,0.04477611940298507,True,67
Apis dorsata,Uttarakhand,4,10,0.14925373134328357,True,67
Apis dorsata,Uttarakhand,5,24,0.3582089552238806,True,67
Apis dorsata,Uttarakhand,6,1,0.014925373134328358,True,67
Apis dorsata,Uttarakhand,7,4,0.05970149253731343,True,67
Apis dorsata,Uttarakhand,8,4,0.05970149253731343,True,67
Apis dorsata,Uttarakhand,9,3,0.04477611940298507,True,67
Apis dorsata,Uttarakhand,10,4,0.05970149253731343,True,67
Apis dorsata,Uttarakhand,11,6,0.08955223880597014,True,67
Apis dorsata,Uttarakhand,12,2,0.029850746268656716,True,67
Apis dorsata,West Bengal,1,12,0.11009174311926606,True,109
Apis dorsata,West Bengal,2,13,0.11926605504587157,True,109
Apis dorsata,West Bengal,3,7,0.06422018348623854,True,109
Apis dorsata,West Bengal,4,20,0.1834862385321101,True,109
Apis dorsata,West Bengal,5,7,0.06422018348623854,True,109
Apis dorsata,West Bengal,6,10,0.09174311926605505,True,109
Apis dorsata,West Bengal,7,7,0.06422018348623854,True,109
Apis dorsata,West Bengal,8,7,0.06422018348623854,True,109
Apis dorsata,West Bengal,9,6,0.05504587155963303,True,109
Apis dorsata,West Bengal,10,3,0.027522935779816515,True,109
Apis dorsata,West Bengal,11,8,0.07339449541284404,True,109
Apis dorsata,West Bengal,12,9,0.08256880733944955,True,109
Apis florea,Andaman and Nicobar Islands,8,20,1.0,True,20
Apis florea,Andhra Pradesh,3,1,0.02564102564102564,True,39
Apis florea,Andhra Pradesh,4,3,0.07692307692307693,True,39
Apis florea,Andhra Pradesh,5,1,0.02564102564102564,True,39
Apis florea,Andhra Pradesh,6,5,0.1282051282051282,True,39
Apis florea,Andhra Pradesh,7,8,0.20512820512820512,True,39
Apis florea,Andhra Pradesh,8,10,0.2564102564102564,True,39
Apis florea,Andhra Pradesh,9,6,0.15384615384615385,True,39
Apis florea,Andhra Pradesh,10,1,0.02564102564102564,True,39
Apis florea,Andhra Pradesh,12,4,0.10256410256410256,True,39
Apis florea,Assam,1,2,0.2857142857142857,False,7
Apis florea,Assam,3,1,0.14285714285714285,False,7
Apis florea,Assam,4,3,0.42857142857142855,False,7
Apis florea,Assam,12,1,0.14285714285714285,False,7
Apis florea,Bihar,1,1,0.16666666666666666,False,6
Apis florea,Bihar,10,1,0.16666666666666666,False,6
Apis florea,Bihar,11,1,0.16666666666666666,False,6
Apis florea,Bihar,12,3,0.5,False,6
Apis florea,Chhattisgarh,6,1,0.2,False,5
Apis florea,Chhattisgarh,8,1,0.2,False,5
Apis florea,Chhattisgarh,9,1,0.2,False,5
Apis florea,Chhattisgarh,11,1,0.2,False,5
Apis florea,Chhattisgarh,12,1,0.2,False,5
Apis florea,Daman and Diu,7,1,1.0,False,1
Apis florea,Goa,1,2,0.125,True,16
Apis florea,Goa,3,3,0.1875,True,16
Apis florea,Goa,4,3,0.1875,True,16
Apis florea,Goa,5,1,0.0625,True,16
Apis florea,Goa,7,2,0.125,True,16
Apis florea,Goa,9,1,0.0625,True,16
Apis florea,Goa,10,1,0.0625,True,16
Apis florea,Goa,12,3,0.1875,True,16
Apis florea,Gujarat,1,7,0.07954545454545454,True,88
Apis florea,Gujarat,2,9,0.10227272727272728,True,88
Apis florea,Gujarat,3,8,0.09090909090909091,True,88
Apis florea,Gujarat,4,10,0.11363636363636363,True,88
Apis florea,Gujarat,5,17,0.19318181818181818,True,88
Apis florea,Gujarat,6,7,0.07954545454545454,True,88
Apis florea,Gujarat,7,8,0.09090909090909091,True,88
Apis florea,Gujarat,8,4,0.045454545454545456,True,88
Apis florea,Gujarat,9,6,0.06818181818181818,True,88
Apis florea,Gujarat,10,2,0.022727272727272728,True,88
Apis florea,Gujarat,11,3,0.03409090909090909,True,88
Apis florea,Gujarat,12,7,0.07954545454545454,True,88
Apis florea,Haryana,3,1,0.07692307692307693,True,13
Apis florea,Haryana,4,5,0.38461538461538464,True,13
Apis florea,Haryana,5,1,0.07692307692307693,True,13
Apis florea,Haryana,9,3,0.23076923076923078,True,13
Apis florea,Haryana,10,1,0.07692307692307693,True,13
Apis florea,Haryana,11,2,0.15384615384615385,True,13
Apis florea,Jharkhand,6,2,0.6666666666666666,False,3
Apis florea,Jharkhand,11,1,0.3333333333333333,False,3
Apis florea,Karnataka,1,30,0.09771986970684039,True,307
Apis florea,Karnataka,2,22,0.07166123778501629,True,307
Apis florea,Karnataka,3,24,0.0781758957654723,True,307
Apis florea,Karnataka,4,28,0.09120521172638436,True,307
Apis florea,Karnataka,5,26,0.08469055374592833,True,307
Apis florea,Karnataka,6,39,0.1270358306188925,True,307
Apis florea,Karnataka,7,23,0.0749185667752443,True,307
Apis florea,Karnataka,8,41,0.13355048859934854,True,307
Apis florea,Karnataka,9,30,0.09771986970684039,True,307
Apis florea,Karnataka,10,15,0.048859934853420196,True,307
Apis florea,Karnataka,11,10,0.03257328990228013,True,307
Apis florea,Karnataka,12,19,0.06188925081433225,True,307
Apis florea,Kerala,1,2,0.015151515151515152,True,132
Apis florea,Kerala,2,9,0.06818181818181818,True,132
Apis florea,Kerala,3,7,0.05303030303030303,True,132
Apis florea,Kerala,4,36,0.2727272727272727,True,132
Apis florea,Kerala,5,34,0.25757575757575757,True,132
Apis florea,Kerala,6,13,0.09848484848484848,True,132
Apis florea,Kerala,7,6,0.045454545454545456,True,132
Apis florea,Kerala,8,9,0.06818181818181818,True,132
Apis florea,Kerala,9,7,0.05303030303030303,True,132
Apis florea,Kerala,10,3,0.022727272727272728,True,132
Apis florea,Kerala,11,2,0.015151515151515152,True,132
Apis florea,Kerala,12,4,0.030303030303030304,True,132
Apis florea,Madhya Pradesh,1,2,0.13333333333333333,True,15
Apis florea,Madhya Pradesh,2,2,0.13333333333333333,True,15
Apis florea,Madhya Pradesh,3,2,0.13333333333333333,True,15
Apis florea,Madhya Pradesh,5,3,0.2,True,15
Apis florea,Madhya Pradesh,6,2,0.13333333333333333,True,15
Apis florea,Madhya Pradesh,8,1,0.06666666666666667,True,15
Apis florea,Madhya Pradesh,11,2,0.13333333333333333,True,15
Apis florea,Madhya Pradesh,12,1,0.06666666666666667,True,15
Apis florea,Maharashtra,1,34,0.06924643584521385,True,491
Apis florea,Maharashtra,2,30,0.06109979633401222,True,491
Apis florea,Maharashtra,3,41,0.0835030549898167,True,491
Apis florea,Maharashtra,4,48,0.09775967413441955,True,491
Apis florea,Maharashtra,5,62,0.12627291242362526,True,491
Apis florea,Maharashtra,6,43,0.08757637474541752,True,491
Apis florea,Maharashtra,7,49,0.09979633401221996,True,491
Apis florea,Maharashtra,8,40,0.0814663951120163,True,491
Apis florea,Maharashtra,9,31,0.06313645621181263,True,491
Apis florea,Maharashtra,10,37,0.07535641547861507,True,491
Apis florea,Maharashtra,11,33,0.06720977596741344,True,491
Apis florea,Maharashtra,12,43,0.08757637474541752,True,491
Apis florea,Maharashtra,11,1,1.0,False,1
Apis florea,Mizoram,11,1,1.0,False,1
Apis florea,NCT of Delhi,1,3,0.04054054054054054,True,74
Apis florea,NCT of Delhi,2,4,0.05405405405405406,True,74
Apis florea,NCT of Delhi,3,7,0.0945945945945946,True,74
Apis florea,NCT of Delhi,4,8,0.10810810810810811,True,74
Apis florea,NCT of Delhi,5,8,0.10810810810810811,True,74
Apis florea,NCT of Delhi,6,1,0.013513513513513514,True,74
Apis florea,NCT of Delhi,7,12,0.16216216216216217,True,74
Apis florea,NCT of Delhi,8,2,0.02702702702702703,True,74
Apis florea,NCT of Delhi,9,14,0.1891891891891892,True,74
Apis florea,NCT of Delhi,10,5,0.06756756756756757,True,74
Apis florea,NCT of Delhi,11,5,0.06756756756756757,True,74
Apis florea,NCT of Delhi,12,5,0.06756756756756757,True,74
Apis florea,Puducherry,4,1,0.16666666666666666,False,6
Apis florea,Puducherry,5,1,0.16666666666666666,False,6
Apis florea,Puducherry,9,3,0.5,False,6
Apis florea,Puducherry,11,1,0.16666666666666666,False,6
Apis florea,Punjab,3,1,0.3333333333333333,False,3
Apis florea,Punjab,7,1,0.3333333333333333,False,3
Apis florea,Punjab,12,1,0.3333333333333333,False,3
Apis florea,Rajasthan,1,15,0.23076923076923078,True,65
Apis florea,Rajasthan,2,7,0.1076923076923077,True,65
Apis florea,Rajasthan,3,10,0.15384615384615385,True,65
Apis florea,Rajasthan,4,9,0.13846153846153847,True,65
Apis florea,Rajasthan,5,6,0.09230769230769231,True,65
Apis florea,Rajasthan,6,4,0.06153846153846154,True,65
Apis florea,Rajasthan,7,2,0.03076923076923077,True,65
Apis florea,Rajasthan,8,4,0.06153846153846154,True,65
Apis florea,Rajasthan,10,1,0.015384615384615385,True,65
Apis florea,Rajasthan,11,4,0.06153846153846154,True,65
Apis florea,Rajasthan,12,3,0.046153846153846156,True,65
Apis florea,Tamil Nadu,1,8,0.03305785123966942,True,242
Apis florea,Tamil Nadu,2,10,0.04132231404958678,True,242
Apis florea,Tamil Nadu,3,12,0.049586776859504134,True,242
Apis florea,Tamil Nadu,4,27,0.1115702479338843,True,242
Apis florea,Tamil Nadu,5,21,0.08677685950413223,True,242
Apis florea,Tamil Nadu,6,22,0.09090909090909091,True,242
Apis florea,Tamil Nadu,7,35,0.1446280991735537,True,242
Apis florea,Tamil Nadu,8,62,0.256198347107438,True,242
Apis florea,Tamil Nadu,9,14,0.05785123966942149,True,242
Apis florea,Tamil Nadu,10,20,0.08264462809917356,True,242
Apis florea,Tamil Nadu,11,7,0.028925619834710745,True,242
Apis florea,Tamil Nadu,12,4,0.01652892561983471,True,242
Apis florea,Telangana,1,6,0.06896551724137931,True,87
Apis florea,Telangana,3,9,0.10344827586206896,True,87
Apis florea,Telangana,4,12,0.13793103448275862,True,87
Apis florea,Telangana,5,3,0.034482758620689655,True,87
Apis florea,Telangana,6,14,0.16091954022988506,True,87
Apis florea,Telangana,7,10,0.11494252873563218,True,87
Apis florea,Telangana,8,12,0.13793103448275862,True,87
Apis florea,Telangana,9,11,0.12643678160919541,True,87
Apis florea,Telangana,10,9,0.10344827586206896,True,87
Apis florea,Telangana,11,1,0.011494252873563218,True,87
Apis florea,Unknown,1,1,0.02857142857142857,True,35
Apis florea,Unknown,2,1,0.02857142857142857,True,35
Apis florea,Unknown,3,2,0.05714285714285714,True,35
Apis florea,Unknown,4,5,0.14285714285714285,True,35
Apis florea,Unknown,5,6,0.17142857142857143,True,35
Apis florea,Unknown,6,1,0.02857142857142857,True,35
Apis florea,Unknown,7,6,0.17142857142857143,True,35
Apis florea,Unknown,8,2,0.05714285714285714,True,35
Apis florea,Unknown,9,2,0.05714285714285714,True,35
Apis florea,Unknown,10,4,0.11428571428571428,True,35
Apis florea,Unknown,11,5,0.14285714285714285,True,35
Apis florea,Uttar Pradesh,1,2,0.125,True,16
Apis florea,Uttar Pradesh,2,1,0.0625,True,16
Apis florea,Uttar Pradesh,3,2,0.125,True,16
Apis florea,Uttar Pradesh,4,1,0.0625,True,16
Apis florea,Uttar Pradesh,8,2,0.125,True,16
Apis florea,Uttar Pradesh,10,1,0.0625,True,16
Apis florea,Uttar Pradesh,11,5,0.3125,True,16
Apis florea,Uttar Pradesh,12,2,0.125,True,16
Apis florea,Uttarakhand,3,1,0.2,False,5
Apis florea,Uttarakhand,5,1,0.2,False,5
Apis florea,Uttarakhand,6,1,0.2,False,5
Apis florea,Uttarakhand,8,1,0.2,False,5
Apis florea,Uttarakhand,12,1,0.2,False,5
Apis florea,West Bengal,1,7,0.23333333333333334,True,30
Apis florea,West Bengal,2,2,0.06666666666666667,True,30
Apis florea,West Bengal,3,2,0.06666666666666667,True,30
Apis florea,West Bengal,4,5,0.16666666666666666,True,30
Apis florea,West Bengal,5,5,0.16666666666666666,True,30
Apis florea,West Bengal,8,1,0.03333333333333333,True,30
Apis florea,West Bengal,10,2,0.06666666666666667,True,30
Apis florea,West Bengal,11,2,0.06666666666666667,True,30
Apis florea,West Bengal,12,4,0.13333333333333333,True,30
Apis karinjodian,Karnataka,6,2,1.0,False,2
Apis laboriosa,Arunachal Pradesh,1,1,0.038461538461538464,True,26
Apis laboriosa,Arunachal Pradesh,2,2,0.07692307692307693,True,26
Apis laboriosa,Arunachal Pradesh,3,4,0.15384615384615385,True,26
Apis laboriosa,Arunachal Pradesh,4,6,0.23076923076923078,True,26
Apis laboriosa,Arunachal Pradesh,5,8,0.3076923076923077,True,26
Apis laboriosa,Arunachal Pradesh,6,1,0.038461538461538464,True,26
Apis laboriosa,Arunachal Pradesh,9,2,0.07692307692307693,True,26
Apis laboriosa,Arunachal Pradesh,10,1,0.038461538461538464,True,26
Apis laboriosa,Arunachal Pradesh,11,1,0.038461538461538464,True,26
Apis laboriosa,Manipur,4,2,0.5,False,4
Apis laboriosa,Manipur,8,2,0.5,False,4
Apis laboriosa,Nagaland,10,3,0.5,False,6
Apis laboriosa,Nagaland,11,2,0.3333333333333333,False,6
Apis laboriosa,Nagaland,12,1,0.16666666666666666,False,6
Apis laboriosa,Sikkim,3,2,0.6666666666666666,False,3
Apis laboriosa,Sikkim,12,1,0.3333333333333333,False,3
Apis laboriosa,Uttarakhand,2,1,0.02857142857142857,True,35
Apis laboriosa,Uttarakhand,3,1,0.02857142857142857,True,35
Apis laboriosa,Uttarakhand,4,2,0.05714285714285714,True,35
Apis laboriosa,Uttarakhand,5,5,0.14285714285714285,True,35
Apis laboriosa,Uttarakhand,6,3,0.08571428571428572,True,35
Apis laboriosa,Uttarakhand,7,1,0.02857142857142857,True,35
Apis laboriosa,Uttarakhand,8,14,0.4,True,35
Apis laboriosa,Uttarakhand,9,3,0.08571428571428572,True,35
Apis laboriosa,Uttarakhand,10,2,0.05714285714285714,True,35
Apis laboriosa,Uttarakhand,11,2,0.05714285714285714,True,35
Apis laboriosa,Uttarakhand,12,1,0.02857142857142857,True,35
Apis laboriosa,West Bengal,4,1,0.25,False,4
Apis laboriosa,West Bengal,5,1,0.25,False,4
Apis laboriosa,West Bengal,6,1,0.25,False,4
Apis laboriosa,West Bengal,10,1,0.25,False,4
Apis mellifera,Andhra Pradesh,4,1,1.0,False,1
Apis mellifera,Bihar,1,1,0.2,False,5
Apis mellifera,Bihar,2,1,0.2,False,5
Apis mellifera,Bihar,4,1,0.2,False,5
Apis mellifera,Bihar,12,2,0.4,False,5
Apis mellifera,Gujarat,4,1,1.0,False,1
Apis mellifera,Haryana,1,1,1.0,False,1
Apis mellifera,Himachal Pradesh,3,3,0.3,True,10
Apis mellifera,Himachal Pradesh,4,2,0.2,True,10
Apis mellifera,Himachal Pradesh,5,3,0.3,True,10
Apis mellifera,Himachal Pradesh,6,1,0.1,True,10
Apis mellifera,Himachal Pradesh,7,1,0.1,True,10
Apis mellifera,Jammu and Kashmir,4,2,0.16666666666666666,True,12
Apis mellifera,Jammu and Kashmir,5,4,0.3333333333333333,True,12
Apis mellifera,Jammu and Kashmir,6,1,0.08333333333333333,True,12
Apis mellifera,Jammu and Kashmir,7,3,0.25,True,12
Apis mellifera,Jammu and Kashmir,8,1,0.08333333333333333,True,12
Apis mellifera,Jammu and Kashmir,12,1,0.08333333333333333,True,12
Apis mellifera,Karnataka,10,1,0.5,False,2
Apis mellifera,Karnataka,11,1,0.5,False,2
Apis mellifera,Maharashtra,12,1,1.0,False,1
Apis mellifera,NCT of Delhi,3,1,0.1,True,10
Apis mellifera,NCT of Delhi,4,3,0.3,True,10
Apis mellifera,NCT of Delhi,6,1,0.1,True,10
Apis mellifera,NCT of Delhi,7,2,0.2,True,10
Apis mellifera,NCT of Delhi,9,2,0.2,True,10
Apis mellifera,NCT of Delhi,12,1,0.1,True,10
Apis mellifera,Nagaland,6,1,1.0,False,1
Apis mellifera,Rajasthan,3,1,0.3333333333333333,False,3
Apis mellifera,Rajasthan,4,1,0.3333333333333333,False,3
Apis mellifera,Rajasthan,11,1,0.3333333333333333,False,3
Apis mellifera,Tamil Nadu,6,1,0.5,False,2
Apis mellifera,Tamil Nadu,9,1,0.5,False,2
Apis mellifera,Unknown,2,2,0.09523809523809523,True,21
Apis mellifera,Unknown,4,3,0.14285714285714285,True,21
Apis mellifera,Unknown,5,2,0.09523809523809523,True,21
Apis mellifera,Unknown,6,1,0.047619047619047616,True,21
Apis mellifera,Unknown,11,1,0.047619047619047616,True,21
Apis mellifera,Unknown,12,12,0.5714285714285714,True,21
Apis mellifera,Uttar Pradesh,2,1,0.16666666666666666,False,6
Apis mellifera,Uttar Pradesh,5,3,0.5,False,6
Apis mellifera,Uttar Pradesh,9,1,0.16666666666666666,False,6
Apis mellifera,Uttar Pradesh,11,1,0.16666666666666666,False,6
Apis mellifera,Uttarakhand,2,1,0.06666666666666667,True,15
Apis mellifera,Uttarakhand,4,2,0.13333333333333333,True,15
Apis mellifera,Uttarakhand,5,4,0.26666666666666666,True,15
Apis mellifera,Uttarakhand,8,1,0.06666666666666667,True,15
Apis mellifera,Uttarakhand,11,4,0.26666666666666666,True,15
Apis mellifera,Uttarakhand,12,3,0.2,True,15
Apis mellifera,West Bengal,1,1,0.034482758620689655,True,29
Apis mellifera,West Bengal,2,2,0.06896551724137931,True,29
Apis mellifera,West Bengal,3,1,0.034482758620689655,True,29
Apis mellifera,West Bengal,4,10,0.3448275862068966,True,29
Apis mellifera,West Bengal,5,1,0.034482758620689655,True,29
Apis mellifera,West Bengal,6,2,0.06896551724137931,True,29
Apis mellifera,West Bengal,7,1,0.034482758620689655,True,29
Apis mellifera,West Bengal,10,1,0.034482758620689655,True,29
Apis mellifera,West Bengal,11,2,0.06896551724137931,True,29
Apis mellifera,West Bengal,12,8,0.27586206896551724,True,29
